steps,avg_rewards,episode_step,episode_head,eps_list,episode_loss,q_record,episode_reward,episode_times,episode_relative_times,eval_rewards,highest_eval_score,eval_stds,eval_steps
314831,0.03,2048,5,0.7388315650000001,0.0001585962908260778,0.4188380837440491,0,20.13200855255127,2889.321806907654,,,,
316878,0.04,2047,0,0.7368045400000002,0.00014592355319346478,0.4187818765640259,1,20.074875116348267,2909.4182755947113,,,,
318926,0.04,2048,7,0.7347775150000001,0.00014966349259834842,0.4188101887702942,0,20.150770902633667,2929.6147615909576,,,,
320970,0.04,2044,2,0.7327519750000001,0.00015117209563294038,0.42479273676872253,0,20.303319454193115,2950.197018623352,,,,
323012,0.05,2042,0,0.730729405,0.0001551302295433155,0.4315207898616791,1,20.334192752838135,2970.5769760608673,,,,
325054,0.05,2042,7,0.7287078250000002,0.00015484620575583337,0.43151259422302246,0,20.273933172225952,2990.8763222694397,,,,
327096,0.05,2042,8,0.7266862450000001,0.00014568353377544585,0.4314340651035309,0,20.16289258003235,3011.0856320858,,,,
329139,0.06,2043,7,0.7246641700000002,0.0002186458710028979,0.4313526749610901,1,20.177372932434082,3031.2872405052185,,,,
331182,0.07,2043,0,0.7226416000000001,0.000178340459335141,0.4394160509109497,1,20.21195888519287,3051.5236415863037,,,,
333229,0.07,2047,2,0.7206170500000002,0.0001982501937160603,0.4451419413089752,0,20.333762407302856,3071.8986048698425,,,,
335277,0.07,2048,5,0.7185900250000001,0.00019961624872008897,0.4450332820415497,0,20.32113480567932,3092.2392027378082,,,,
337323,0.07,2046,0,0.716563495,0.00015686916370837557,0.44513943791389465,0,20.17330288887024,3112.4575843811035,,,,
339367,0.07,2044,0,0.7145389450000001,0.00014755010258884162,0.44514942169189453,0,20.294724941253662,3132.7750442028046,,,,
341409,0.09,2042,5,0.712516375,0.00022987363877701852,0.457663893699646,2,20.278213500976562,3153.10147857666,,,,
343457,0.09,2048,8,0.7104918250000001,0.00015232813040613437,0.4633385241031647,0,20.53151035308838,3173.653913259506,,,,
345505,0.09,2048,2,0.7084643050000001,0.0001865211871050734,0.4633435606956482,0,20.362836360931396,3194.0589439868927,,,,
347548,0.09,2043,6,0.7064392600000001,0.00015814141243220627,0.46331730484962463,0,20.40746808052063,3214.7509841918945,,,,
349589,0.09,2041,5,0.7044176800000002,0.00015212906948446745,0.4632919430732727,0,20.19191336631775,3234.967086791992,,,,
351636,0.09,2047,5,0.7023941200000001,0.0001594136904851477,0.4710838496685028,0,20.70754647254944,3255.730133295059,,,,
353684,0.09,2048,2,0.700367095,0.00015068811732277254,0.47300946712493896,0,20.720938205718994,3276.472007751465,,,,
355728,0.09,2044,4,0.6983415550000001,0.00014464979182342319,0.472918301820755,0,20.331181287765503,3296.853659391403,,,,
357771,0.09,2043,6,0.6963184900000001,0.00015888347264443557,0.4730529189109802,0,20.14043402671814,3317.016858100891,,,,
359812,0.09,2041,7,0.6942969100000002,0.00014702839149125673,0.47307419776916504,0,20.350891828536987,3368.7812638282776,,,,
361856,0.1,2044,7,0.6922748350000001,0.00017136037580272367,0.48500052094459534,1,20.257016897201538,3389.0890624523163,,,,
363904,0.1,2048,6,0.6902492950000001,0.00015302394330597558,0.48617270588874817,0,20.532742500305176,3409.6476879119873,,,,
365947,0.1,2043,2,0.6882242500000001,0.0001852867309396431,0.4861956238746643,0,20.592612266540527,3430.2861902713776,,,,
367993,0.1,2046,8,0.686200195,0.00015152579452306882,0.4863539934158325,0,20.5678391456604,3450.8743114471436,,,,
370036,0.1,2043,1,0.68417614,0.000155431238689518,0.48662254214286804,0,20.567797899246216,3471.497074842453,,,,
372084,0.1,2048,8,0.682151095,0.0001846050606665194,0.5019316673278809,0,20.750369787216187,3492.2924993038177,,,,
374127,0.1,2043,3,0.68012605,0.00015046579466405663,0.5022481083869934,0,20.622098207473755,3513.2026200294495,,,,
376170,0.1,2043,4,0.67810348,0.0001997577668849512,0.5015941262245178,0,20.575464248657227,3533.8278198242188,,,,
378214,0.1,2044,7,0.676080415,0.00015290740550492318,0.5019809603691101,0,20.645655870437622,3554.4980161190033,,,,
380257,0.1,2043,6,0.6740573500000002,0.0001595868951293587,0.503460168838501,0,20.828647136688232,3575.3825039863586,,,,
382304,0.1,2047,3,0.6720328000000001,0.00016762392777912462,0.5180680751800537,0,20.916959524154663,3596.322074174881,,,,
384352,0.1,2048,7,0.670005775,0.00016174020866167714,0.5176081657409668,0,20.700850248336792,3617.0675365924835,,,,
386400,0.1,2048,1,0.6679782550000001,0.00016234732425286007,0.5179784297943115,0,20.372257471084595,3637.4613766670227,,,,
388447,0.1,2047,4,0.6659512300000001,0.0001937304708785801,0.5175485610961914,0,20.79008412361145,3658.2963721752167,,,,
390492,0.11,2045,6,0.66392569,0.0001522268036937804,0.5208902955055237,1,21.377118825912476,3679.7210557460785,,,,
392536,0.12,2044,8,0.6619016350000001,0.0001909504861886398,0.5298632979393005,1,20.40601134300232,3700.149562597275,,,,
394577,0.13,2041,6,0.65987956,0.00016101889165892155,0.5303494334220886,1,21.036302089691162,3721.2374601364136,,,,
396621,0.13,2044,7,0.6578574850000001,0.00017332545567547812,0.5291867256164551,0,20.664275407791138,3741.9259259700775,,,,
398665,0.13,2044,1,0.6558339250000002,0.00015655246545226474,0.5301317572593689,0,20.65356707572937,3762.6328139305115,,,,
400711,0.13,2046,2,0.6538093750000001,0.00018308403055776628,0.5341744422912598,0,20.427091598510742,3783.379621744156,,,,
402759,0.13,2048,8,0.651782845,0.00018799791999097378,0.5426732897758484,0,20.438120126724243,3803.8629586696625,,,,
404802,0.13,2043,6,0.6497578,0.00016007375032562395,0.5429465770721436,0,20.77739191055298,3824.66885638237,,,,
406844,0.13,2042,7,0.6477357250000001,0.00019588396856605851,0.5424663424491882,0,20.4289813041687,3845.1225776672363,,,,
