steps,avg_rewards,episode_step,episode_head,eps_list,episode_loss,q_record,episode_reward,episode_times,episode_relative_times,eval_rewards,highest_eval_score,eval_stds,eval_steps
87911,239.19,287,0,0.9626106700000001,0.0068890826569799795,0.37965506315231323,147,2.8221240043640137,422.75659441947937,,,,
88517,240.66,606,7,0.9621686350000002,0.009074515555564882,0.3712485432624817,315,6.179807662963867,428.9431595802307,,,,
89231,241.29,714,2,0.9615152350000001,0.007800148496469038,0.38404691219329834,357,7.209452867507935,436.1606261730194,,,,
89903,240.24,672,0,0.960829165,0.008413951987475026,0.37327876687049866,273,7.067789077758789,443.2528338432312,,,,
90487,239.4,584,7,0.9602074449999999,0.008830714715703456,0.5129843950271606,189,5.7095417976379395,448.97187972068787,,,,
91007,238.56,520,8,0.9596609650000001,0.008738268008002908,0.5032166838645935,189,5.121709823608398,454.10162711143494,,,,
91664,237.09,657,7,0.9590783500000001,0.009102456169716406,0.5592570304870605,231,6.417550325393677,460.5275843143463,,,,
92321,236.67,657,0,0.95842792,0.009281978452874588,0.5414345264434814,252,6.600149154663086,467.13671016693115,,,,
92886,236.46,565,2,0.9578230300000002,0.007611213325155156,0.5580776333808899,189,5.490738153457642,472.6350734233856,,,,
93372,234.57,486,5,0.9573027850000001,0.008011942863766951,0.5122527480125427,189,4.859206914901733,477.5013542175293,,,,
93856,234.57,484,0,0.9568226350000002,0.008295819189272696,0.537868320941925,273,4.7412109375,482.24990725517273,,,,
94475,234.57,619,0,0.9562766500000001,0.00884851376456511,0.5381205081939697,273,6.105990409851074,488.3632571697235,,,,
95139,234.15,664,5,0.9556415650000001,0.00837897646794603,0.5677778720855713,273,6.593492269515991,494.96507835388184,,,,
95785,234.78,646,8,0.9549931150000001,0.007867623343675708,0.5385406613349915,252,6.35576057434082,501.32898473739624,,,,
96234,234.36,449,2,0.9544510900000001,0.008354369073920622,0.5172766447067261,189,4.438435316085815,505.7745099067688,,,,
96827,233.31,593,6,0.9539353,0.007706076196830457,0.5238415598869324,168,5.776513576507568,511.558634519577,,,,
97442,233.94,615,5,0.9533373399999999,0.008228098140959931,0.5578966736793518,252,6.1040873527526855,517.6719727516174,,,,
97697,232.26,255,5,0.9529066900000001,0.005156209604542205,0.5603821277618408,168,2.551286220550537,520.2378973960876,,,,
98199,232.26,502,2,0.9525319750000001,0.009874748256600771,0.5487786531448364,189,5.031673908233643,525.2760407924652,,,,
98644,232.68,445,4,0.95206321,0.006829155544235416,0.5398394465446472,168,4.418444871902466,529.7024610042572,,,,
99277,232.89,633,6,0.9515296000000001,0.008155641799919377,0.5170146226882935,210,6.14879846572876,535.859450340271,,,,
99924,231.42,647,7,0.9508960000000001,0.007731128228384047,0.5133011937141418,189,6.338440895080566,542.2069885730743,,,,
100566,231.63,642,7,0.9502579450000002,0.008865037081765573,0.7360419034957886,294,6.279309988021851,548.4939885139465,,,,
101204,231.84,638,6,0.949624345,0.009985698980421552,0.791994571685791,210,6.191598892211914,578.3073382377625,,,,
101949,233.52,745,2,0.94893976,0.009122734828607326,0.7690366506576538,399,7.075059413909912,585.3901455402374,,,,
102524,232.89,575,8,0.9482863600000001,0.01199822972263558,0.7939372062683105,189,5.4689154624938965,591.1439352035522,,,,
103222,231.63,698,1,0.9476562250000001,0.009289313006590359,0.7924466133117676,273,6.607278823852539,597.760870218277,,,,
103892,230.79,670,8,0.9469790650000001,0.010691507544564686,0.7891251444816589,231,6.410035610198975,604.2136709690094,,,,
104582,230.16,690,3,0.946305865,0.009194873243234768,0.7868524789810181,294,6.582507610321045,610.8035478591919,,,,
105135,229.32,553,4,0.9456905800000001,0.008854282820157124,0.8000409603118896,231,5.37884521484375,616.1909894943237,,,,
105601,229.53,466,7,0.945186175,0.0087341567960122,0.7603351473808289,210,4.44193434715271,620.6420414447784,,,,
106138,230.16,537,6,0.9446896900000001,0.009714276505619516,0.8247172236442566,252,5.151712417602539,625.8021252155304,,,,
106647,229.32,509,3,0.94417192,0.009583984247873451,0.830054759979248,189,4.768280982971191,630.5774080753326,,,,
107277,229.74,630,7,0.9436081150000001,0.008074395254222575,0.7753677368164062,252,6.062382459640503,636.646607875824,,,,
107996,231.21,719,1,0.9429403600000001,0.010028105959753265,0.797798216342926,336,6.872479438781738,643.5328547954559,,,,
108561,229.74,565,4,0.9423047800000002,0.009081685367776808,0.8386310338973999,210,5.468067646026611,649.0074565410614,,,,
109012,229.95,451,6,0.9418018600000001,0.008330531329724245,0.7640079259872437,189,4.4538352489471436,653.4684264659882,,,,
109550,230.79,538,8,0.9413123050000001,0.009992683141004443,0.7715141773223877,357,5.2880332469940186,658.764698266983,,,,
110037,231.63,487,6,0.9408049300000001,0.008866430196281519,0.7747645974159241,315,4.7653820514678955,663.538688659668,,,,
110759,232.26,722,7,0.9402064750000001,0.011150666809875092,0.9171890020370483,273,7.056642293930054,670.6033625602722,,,,
111385,230.79,626,1,0.9395392150000001,0.009887307492610114,0.8952092528343201,252,6.127059698104858,676.7387154102325,,,,
111965,230.37,580,2,0.9389422449999999,0.0094660662611504,0.8790737986564636,189,6.064262390136719,682.8224058151245,,,,
112515,229.95,550,8,0.9383828950000002,0.008739967719728804,0.8433197140693665,231,5.916742324829102,688.7469525337219,,,,
113220,229.53,705,6,0.9377616700000002,0.009630120599207427,0.8548496961593628,189,7.0382325649261475,695.7940812110901,,,,
113854,231.63,634,7,0.937098865,0.009496482210632502,0.8951514363288879,378,6.684189081192017,702.4889647960663,,,,
114489,231.21,635,2,0.93647071,0.009690540328686619,0.8774006962776184,210,6.78543496131897,709.2839086055756,,,,
114965,232.26,476,1,0.935920765,0.010285178923826788,0.8616995811462402,231,5.468558311462402,715.8073577880859,,,,
115536,233.73,571,8,0.9354025000000001,0.010136588134294702,0.9016961455345154,336,6.228156566619873,722.0441541671753,,,,
116139,233.52,603,1,0.9348213700000001,0.009369007195475407,0.8795416355133057,189,6.234962701797485,728.2885639667511,,,,
116744,234.15,605,2,0.93422341,0.010091048212426991,0.8851651549339294,294,6.19325852394104,734.4898526668549,,,,
117344,234.57,600,2,0.9336269350000002,0.009517737482458835,0.9044197797775269,231,6.081043243408203,740.5793497562408,,,,
117825,233.1,481,8,0.9330918400000001,0.008132376551953644,0.8701070547103882,231,4.946559906005859,745.5326781272888,,,,
118301,231.21,476,1,0.9326181250000002,0.008864988351369448,0.8653401732444763,168,5.107590913772583,750.6484751701355,,,,
118681,231.63,380,2,0.9321944050000002,0.009339998453809222,0.8398054242134094,168,3.9457180500030518,754.6027526855469,,,,
119289,231.63,608,2,0.9317053450000001,0.008633020104987107,0.8572379946708679,252,6.650103569030762,761.2620286941528,,,,
119983,232.68,694,6,0.9310608550000001,0.009010713764933802,0.8959053158760071,294,7.643023490905762,768.9185683727264,,,,
120642,233.73,659,0,0.9303911199999999,0.010236735807995152,0.8910461664199829,315,7.275220632553101,776.2025573253632,,,,
121145,232.68,503,0,0.9298159300000001,0.00945649109924511,0.8654442429542542,210,5.643135070800781,781.8527562618256,,,,
121825,234.15,680,0,0.9292303450000001,0.010374459156194348,0.8582822680473328,315,7.5674355030059814,789.4296035766602,,,,
122498,234.99,673,3,0.9285606100000001,0.009829123759695833,0.8778637647628784,294,7.406848430633545,796.8480968475342,,,,
123013,235.62,515,2,0.9279725500000002,0.007603391426098818,0.8560125827789307,294,5.787106513977051,802.6434576511383,,,,
123721,235.2,708,7,0.9273671650000002,0.009555100326489761,0.8584444522857666,231,7.516721725463867,810.1690635681152,,,,
124329,236.25,608,6,0.9267157450000001,0.010017059727916383,0.8841860890388489,273,6.089366674423218,816.2651124000549,,,,
124815,234.57,486,0,0.9261742150000002,0.010933535012061202,0.901284396648407,231,4.88016414642334,821.1525259017944,,,,
125174,233.73,359,6,0.92575594,0.0077390612209759044,0.86741703748703,105,3.5903525352478027,824.7509868144989,,,,
125798,233.31,624,1,0.9252693550000001,0.009589779887594182,0.8674877882003784,336,6.32731032371521,831.0862472057343,,,,
126465,234.36,667,4,0.9246303100000001,0.009701184015683904,0.8940678238868713,315,6.627289772033691,837.7216455936432,,,,
127003,234.36,538,1,0.924033835,0.00899131864755859,0.8976019024848938,189,5.341290473937988,843.0722618103027,,,,
127705,235.41,702,4,0.923420035,0.010151786912070068,0.9059810638427734,294,7.098939895629883,850.4585645198822,,,,
128235,236.67,530,8,0.922810195,0.00835912744879667,0.8891602754592896,294,5.252798557281494,855.7195117473602,,,,
